_id,clicksCount,sessionStart,sessionEnd,distinctCategories,numCat,numItems,bought,boughtNumber,duration,dayOfWeek,month,hour,isWeekend,isDuringWork,isAfterWork,isAtNight,hasNoCat,hasGroupCat,hasSpecificCat,hasPromoCat
207,4.0,"2014-04-07T18:56:00.868Z","2014-04-07T19:01:58.299Z","[ 0 ]",1,2,false,0.0,357,2,3,9,false,false,false,false,true,false,false,false
208,4.0,"2014-04-01T11:56:14.602Z","2014-04-01T11:57:40.253Z","[ 0 ]",1,4,false,0.0,85,3,3,2,false,false,false,true,true,false,false,false
209,2.0,"2014-04-07T11:05:33.921Z","2014-04-07T11:07:08.263Z","[ 0 ]",1,2,false,0.0,94,2,3,2,false,false,false,true,true,false,false,false
211,3.0,"2014-04-04T08:52:17.066Z","2014-04-04T08:57:22.603Z","[ 0 ]",1,3,false,0.0,305,6,3,11,false,true,false,false,true,false,false,false
212,16.0,"2014-04-04T16:56:23.210Z","2014-04-04T17:42:38.174Z","[ 0 ]",1,13,false,0.0,2774,6,3,7,false,false,false,false,true,false,false,false
213,1.0,"2014-04-06T11:27:52.425Z","2014-04-06T11:27:52.425Z","[ 0 ]",1,1,false,0.0,0,1,3,2,true,false,false,true,true,false,false,false
214,1.0,"2014-04-07T08:34:43.426Z","2014-04-07T08:34:43.426Z","[ 0 ]",1,1,false,0.0,0,2,3,11,false,true,false,false,true,false,false,false
216,2.0,"2014-04-02T17:52:56.334Z","2014-04-02T17:53:43.036Z","[ 0 ]",1,1,true,1.0,46,4,3,8,false,false,false,false,true,false,false,false
217,8.0,"2014-04-03T13:12:38.872Z","2014-04-03T13:26:24.852Z","[ 0 ]",1,7,false,0.0,825,5,3,4,false,false,false,true,true,false,false,false
218,2.0,"2014-04-04T17:12:17.468Z","2014-04-04T17:13:03.900Z","[ 0 ]",1,2,false,0.0,46,6,3,8,false,false,false,false,true,false,false,false
219,6.0,"2014-04-01T07:07:10.597Z","2014-04-01T07:12:42.091Z","[ 0 ]",1,6,false,0.0,331,3,3,10,false,true,false,false,true,false,false,false
221,3.0,"2014-04-03T07:29:56.013Z","2014-04-03T07:32:49.703Z","[ 0 ]",1,3,false,0.0,173,5,3,10,false,true,false,false,true,false,false,false
222,2.0,"2014-04-04T04:18:26.860Z","2014-04-04T04:20:05.902Z","[ 0 ]",1,2,false,0.0,99,6,3,7,false,false,false,false,true,false,false,false
223,3.0,"2014-04-07T18:56:42.948Z","2014-04-07T18:57:39.065Z","[ 0 ]",1,3,false,0.0,56,2,3,9,false,false,false,false,true,false,false,false
224,5.0,"2014-04-06T13:25:49.334Z","2014-04-06T13:29:36.208Z","[ 0 ]",1,4,false,0.0,226,1,3,4,true,false,false,true,true,false,false,false
226,2.0,"2014-04-04T14:18:47.658Z","2014-04-04T14:19:25.995Z","[ 0 ]",1,2,false,0.0,38,6,3,5,false,false,false,true,true,false,false,false
227,2.0,"2014-04-02T18:40:16.729Z","2014-04-02T18:41:02.209Z","[ 0 ]",1,2,false,0.0,45,4,3,9,false,false,false,false,true,false,false,false
228,3.0,"2014-04-02T17:06:55.079Z","2014-04-02T17:16:12.643Z","[ 0 ]",1,3,false,0.0,557,4,3,8,false,false,false,false,true,false,false,false
229,2.0,"2014-04-07T17:14:09.665Z","2014-04-07T17:15:11.812Z","[ 0 ]",1,2,false,0.0,62,2,3,8,false,false,false,false,true,false,false,false
231,2.0,"2014-04-06T11:40:08.108Z","2014-04-06T11:54:58.702Z","[ 0 ]",1,2,false,0.0,890,1,3,2,true,false,false,true,true,false,false,false
232,1.0,"2014-04-01T19:40:17.444Z","2014-04-01T19:40:17.444Z","[ 0 ]",1,1,false,0.0,0,3,3,10,false,true,false,false,true,false,false,false
233,2.0,"2014-04-03T20:14:08.531Z","2014-04-03T20:15:04.913Z","[ 0 ]",1,2,false,0.0,56,5,3,11,false,true,false,false,true,false,false,false
234,3.0,"2014-04-06T08:58:02.487Z","2014-04-06T08:58:54.906Z","[ 0 ]",1,2,false,0.0,52,1,3,11,true,false,false,false,true,false,false,false
236,2.0,"2014-04-01T14:11:47.322Z","2014-04-01T14:13:25.919Z","[ 0 ]",1,2,false,0.0,98,3,3,5,false,false,false,true,true,false,false,false
237,12.0,"2014-04-07T10:09:57.508Z","2014-04-07T10:33:12.164Z","[ 0 ]",1,12,false,0.0,1394,2,3,1,false,false,false,true,true,false,false,false
238,3.0,"2014-04-04T19:01:27.919Z","2014-04-04T19:02:40.140Z","[ 0 ]",1,2,false,0.0,72,6,3,10,false,true,false,false,true,false,false,false
239,3.0,"2014-04-06T19:44:51.492Z","2014-04-06T19:47:37.947Z","[ 0 ]",1,3,false,0.0,166,1,3,10,true,false,false,false,true,false,false,false
241,3.0,"2014-04-01T14:26:56.391Z","2014-04-01T14:30:54.929Z","[ 0 ]",1,2,false,0.0,238,3,3,5,false,false,false,true,true,false,false,false
242,3.0,"2014-04-03T12:45:39.315Z","2014-04-03T12:47:09.600Z","[ 0 ]",1,3,false,0.0,90,5,3,3,false,false,false,true,true,false,false,false
243,1.0,"2014-04-03T15:25:18.768Z","2014-04-03T15:25:18.768Z","[ 0 ]",1,1,false,0.0,0,5,3,6,false,false,false,true,true,false,false,false
244,2.0,"2014-04-03T18:32:43.990Z","2014-04-03T18:33:12.657Z","[ 0 ]",1,2,false,0.0,28,5,3,9,false,false,false,false,true,false,false,false
246,2.0,"2014-04-01T19:40:31.593Z","2014-04-01T19:41:19.640Z","[ 0 ]",1,2,false,0.0,48,3,3,10,false,true,false,false,true,false,false,false
247,1.0,"2014-04-03T09:13:13.284Z","2014-04-03T09:13:13.284Z","[ 0 ]",1,1,false,0.0,0,5,3,0,false,false,false,false,true,false,false,false
248,1.0,"2014-04-03T11:59:34.069Z","2014-04-03T11:59:34.069Z","[ 0 ]",1,1,false,0.0,0,5,3,2,false,false,false,true,true,false,false,false
249,5.0,"2014-04-01T09:28:07.365Z","2014-04-01T09:31:45.464Z","[ 0 ]",1,5,false,0.0,218,3,3,0,false,false,false,false,true,false,false,false
251,4.0,"2014-04-04T20:19:26.931Z","2014-04-04T20:22:05.110Z","[ 0 ]",1,3,false,0.0,158,6,3,11,false,true,false,false,true,false,false,false
252,3.0,"2014-04-06T17:54:05.349Z","2014-04-06T18:09:17.273Z","[ 0 ]",1,3,false,0.0,911,1,3,8,true,false,false,false,true,false,false,false
253,14.0,"2014-04-03T19:51:35.937Z","2014-04-03T20:53:46.306Z","[ 0 ]",1,11,true,1.0,3730,5,3,10,false,true,false,false,true,false,false,false
254,5.0,"2014-04-03T14:44:39.991Z","2014-04-03T14:48:04.333Z","[ 0 ]",1,5,false,0.0,204,5,3,5,false,false,false,true,true,false,false,false
256,4.0,"2014-04-07T14:16:36.706Z","2014-04-07T14:18:34.007Z","[ 0 ]",1,3,false,0.0,117,2,3,5,false,false,false,true,true,false,false,false
257,3.0,"2014-04-06T14:59:22.715Z","2014-04-06T15:01:10.731Z","[ 0 ]",1,3,false,0.0,108,1,3,5,true,false,false,true,true,false,false,false
258,9.0,"2014-04-02T11:06:56.494Z","2014-04-02T11:10:40.571Z","[ 0 ]",1,6,false,0.0,224,4,3,2,false,false,false,true,true,false,false,false
259,4.0,"2014-04-07T09:16:14.080Z","2014-04-07T09:19:13.395Z","[ 0 ]",1,4,false,0.0,179,2,3,0,false,false,false,false,true,false,false,false
261,3.0,"2014-04-06T09:39:53.258Z","2014-04-06T09:42:42.314Z","[ 0 ]",1,3,false,0.0,169,1,3,0,true,false,false,false,true,false,false,false
262,8.0,"2014-04-06T10:54:12.150Z","2014-04-06T11:02:54.471Z","[ 0 ]",1,8,false,0.0,522,1,3,1,true,false,false,true,true,false,false,false
263,4.0,"2014-04-03T16:06:15.173Z","2014-04-03T16:14:25.145Z","[ 0 ]",1,4,false,0.0,489,5,3,7,false,false,false,false,true,false,false,false
264,9.0,"2014-04-07T06:41:39.744Z","2014-04-07T06:56:30.384Z","[ 0 ]",1,8,false,0.0,890,2,3,9,false,false,false,false,true,false,false,false
266,2.0,"2014-04-05T12:26:23.064Z","2014-04-05T12:26:23.948Z","[ 0 ]",1,1,false,0.0,0,7,3,3,true,false,false,true,true,false,false,false
267,3.0,"2014-04-06T06:32:02.900Z","2014-04-06T06:44:16.337Z","[ 0 ]",1,3,false,0.0,733,1,3,9,true,false,false,false,true,false,false,false
268,2.0,"2014-04-05T16:25:13.653Z","2014-04-05T16:32:55.079Z","[ 0 ]",1,2,false,0.0,461,7,3,7,true,false,false,false,true,false,false,false
269,5.0,"2014-04-01T08:35:45.863Z","2014-04-01T08:39:13.842Z","[ 0 ]",1,4,false,0.0,207,3,3,11,false,true,false,false,true,false,false,false
271,5.0,"2014-04-06T20:52:23.775Z","2014-04-06T21:03:37.753Z","[ 0 ]",1,2,false,0.0,673,1,3,11,true,false,false,false,true,false,false,false
272,3.0,"2014-04-03T19:01:49.397Z","2014-04-03T19:06:06.901Z","[ 0 ]",1,3,false,0.0,257,5,3,10,false,true,false,false,true,false,false,false
273,4.0,"2014-04-04T19:46:54.464Z","2014-04-04T20:02:51.809Z","[ 0 ]",1,4,false,0.0,957,6,3,10,false,true,false,false,true,false,false,false
274,2.0,"2014-04-07T18:19:27.211Z","2014-04-07T18:52:22.928Z","[ 0 ]",1,1,false,0.0,1975,2,3,9,false,false,false,false,true,false,false,false
276,2.0,"2014-04-01T16:11:40.787Z","2014-04-01T16:11:57.677Z","[ 0 ]",1,2,false,0.0,16,3,3,7,false,false,false,false,true,false,false,false
277,14.0,"2014-04-06T20:23:19.567Z","2014-04-06T20:37:20.986Z","[ 0 ]",1,9,true,2.0,841,1,3,11,true,false,false,false,true,false,false,false
278,2.0,"2014-04-01T20:28:59.485Z","2014-04-01T20:29:00.694Z","[ 0 ]",1,1,false,0.0,1,3,3,11,false,true,false,false,true,false,false,false
279,4.0,"2014-04-04T11:30:51.295Z","2014-04-04T11:36:57.316Z","[ 0 ]",1,3,false,0.0,366,6,3,2,false,false,false,true,true,false,false,false
281,2.0,"2014-04-03T14:51:05.089Z","2014-04-03T14:51:16.317Z","[ 0 ]",1,2,false,0.0,11,5,3,5,false,false,false,true,true,false,false,false
282,2.0,"2014-04-01T08:21:28.613Z","2014-04-01T08:21:49.381Z","[ 0 ]",1,2,false,0.0,20,3,3,11,false,true,false,false,true,false,false,false
283,2.0,"2014-04-05T10:45:17.226Z","2014-04-05T10:48:17.607Z","[ 0 ]",1,2,false,0.0,180,7,3,1,true,false,false,true,true,false,false,false
284,4.0,"2014-04-01T14:04:51.276Z","2014-04-01T14:06:35.029Z","[ 0 ]",1,4,false,0.0,103,3,3,5,false,false,false,true,true,false,false,false
286,2.0,"2014-04-03T10:23:55.033Z","2014-04-03T10:25:07.525Z","[ 0 ]",1,2,false,0.0,72,5,3,1,false,false,false,true,true,false,false,false
287,5.0,"2014-04-06T07:13:34.471Z","2014-04-06T07:30:32.606Z","[ 0 ]",1,2,false,0.0,1018,1,3,10,true,false,false,false,true,false,false,false
288,3.0,"2014-04-03T10:17:45.705Z","2014-04-03T10:22:23.429Z","[ 0 ]",1,3,false,0.0,277,5,3,1,false,false,false,true,true,false,false,false
289,2.0,"2014-04-06T15:16:26.819Z","2014-04-06T15:19:51.243Z","[ 0 ]",1,1,false,0.0,204,1,3,6,true,false,false,true,true,false,false,false
291,4.0,"2014-04-05T18:01:56.679Z","2014-04-05T18:03:25.030Z","[ 0 ]",1,2,true,1.0,88,7,3,9,true,false,false,false,true,false,false,false
292,4.0,"2014-04-03T10:16:22.353Z","2014-04-03T10:18:19.996Z","[ 0 ]",1,4,false,0.0,117,5,3,1,false,false,false,true,true,false,false,false
293,9.0,"2014-04-05T16:35:12.828Z","2014-04-05T16:40:07.544Z","[ 0 ]",1,4,true,3.0,294,7,3,7,true,false,false,false,true,false,false,false
294,8.0,"2014-04-04T11:31:50.207Z","2014-04-04T11:35:13.471Z","[ 0 ]",1,4,false,0.0,203,6,3,2,false,false,false,true,true,false,false,false
296,3.0,"2014-04-04T20:35:03.591Z","2014-04-04T20:35:52.320Z","[ 0 ]",1,1,false,0.0,48,6,3,11,false,true,false,false,true,false,false,false
297,2.0,"2014-04-03T08:47:41.011Z","2014-04-03T08:50:31.031Z","[ 0 ]",1,1,false,0.0,170,5,3,11,false,true,false,false,true,false,false,false
298,2.0,"2014-04-02T18:43:12.047Z","2014-04-02T18:44:10.905Z","[ 0 ]",1,2,false,0.0,58,4,3,9,false,false,false,false,true,false,false,false
299,3.0,"2014-04-01T22:58:02.038Z","2014-04-01T23:02:33.838Z","[ 0 ]",1,3,false,0.0,271,4,3,1,false,false,false,true,true,false,false,false
301,4.0,"2014-04-06T08:29:09.414Z","2014-04-06T08:30:22.469Z","[ 0 ]",1,2,false,0.0,73,1,3,11,true,false,false,false,true,false,false,false
302,2.0,"2014-04-01T12:25:31.901Z","2014-04-01T12:25:59.741Z","[ 0 ]",1,2,false,0.0,27,3,3,3,false,false,false,true,true,false,false,false
303,2.0,"2014-04-02T17:55:34.666Z","2014-04-02T17:55:51.788Z","[ 0 ]",1,2,false,0.0,17,4,3,8,false,false,false,false,true,false,false,false
304,3.0,"2014-04-07T12:48:52.838Z","2014-04-07T12:50:06.623Z","[ 0 ]",1,2,false,0.0,73,2,3,3,false,false,false,true,true,false,false,false
306,2.0,"2014-04-01T10:26:40.672Z","2014-04-01T10:27:19.511Z","[ 0 ]",1,2,false,0.0,38,3,3,1,false,false,false,true,true,false,false,false
307,4.0,"2014-04-01T12:35:57.099Z","2014-04-01T13:04:06.327Z","[ 0 ]",1,3,false,0.0,1689,3,3,3,false,false,false,true,true,false,false,false
308,3.0,"2014-04-01T17:49:22.403Z","2014-04-01T17:51:01.099Z","[ 0 ]",1,1,false,0.0,98,3,3,8,false,false,false,false,true,false,false,false
309,3.0,"2014-04-06T07:59:23.727Z","2014-04-06T08:05:19.430Z","[ 0 ]",1,3,false,0.0,355,1,3,10,true,false,false,false,true,false,false,false
311,3.0,"2014-04-06T22:58:05.976Z","2014-04-06T22:58:53.912Z","[ 0 ]",1,3,false,0.0,47,2,3,1,false,false,false,true,true,false,false,false
312,2.0,"2014-04-06T09:42:09.047Z","2014-04-06T09:45:34.633Z","[ 0 ]",1,2,false,0.0,205,1,3,0,true,false,false,false,true,false,false,false
313,2.0,"2014-04-06T08:43:22.021Z","2014-04-06T08:47:38.713Z","[ 0 ]",1,2,false,0.0,256,1,3,11,true,false,false,false,true,false,false,false
314,5.0,"2014-04-02T03:37:19.158Z","2014-04-02T03:43:05.917Z","[ 0 ]",1,5,false,0.0,346,4,3,6,false,false,false,true,true,false,false,false
316,2.0,"2014-04-01T18:54:45.117Z","2014-04-01T18:55:28.558Z","[ 0 ]",1,2,false,0.0,43,3,3,9,false,false,false,false,true,false,false,false
317,2.0,"2014-04-02T14:57:28.295Z","2014-04-02T14:57:50.099Z","[ 0 ]",1,1,false,0.0,21,4,3,5,false,false,false,true,true,false,false,false
318,2.0,"2014-04-05T09:11:41.334Z","2014-04-05T09:12:03.480Z","[ 0 ]",1,2,false,0.0,22,7,3,0,true,false,false,false,true,false,false,false
319,3.0,"2014-04-02T15:26:23.374Z","2014-04-02T15:28:50.405Z","[ 0 ]",1,1,true,2.0,147,4,3,6,false,false,false,true,true,false,false,false
321,6.0,"2014-04-05T06:38:15.742Z","2014-04-05T06:48:11.358Z","[ 0 ]",1,5,false,0.0,595,7,3,9,true,false,false,false,true,false,false,false
322,2.0,"2014-04-04T19:50:48.896Z","2014-04-04T19:56:05.521Z","[ 0 ]",1,2,false,0.0,316,6,3,10,false,true,false,false,true,false,false,false
323,2.0,"2014-04-03T19:33:55.470Z","2014-04-03T19:34:43.669Z","[ 0 ]",1,2,false,0.0,48,5,3,10,false,true,false,false,true,false,false,false
324,13.0,"2014-04-04T16:52:11.520Z","2014-04-04T17:13:02.796Z","[ 0 ]",1,10,true,1.0,1251,6,3,7,false,false,false,false,true,false,false,false
326,1.0,"2014-04-07T19:19:29.810Z","2014-04-07T19:19:29.810Z","[ 0 ]",1,1,false,0.0,0,2,3,10,false,true,false,false,true,false,false,false
327,4.0,"2014-04-06T07:25:41.003Z","2014-04-06T07:34:52.660Z","[ 0 ]",1,3,false,0.0,551,1,3,10,true,false,false,false,true,false,false,false
328,4.0,"2014-04-03T07:54:49.330Z","2014-04-03T08:06:22.707Z","[ 0 ]",1,4,false,0.0,693,5,3,10,false,true,false,false,true,false,false,false
329,4.0,"2014-04-05T15:43:12.313Z","2014-04-05T15:45:58.190Z","[ 0 ]",1,3,false,0.0,165,7,3,6,true,false,false,true,true,false,false,false
331,3.0,"2014-04-05T12:14:18.763Z","2014-04-05T12:16:02.137Z","[ 0 ]",1,2,false,0.0,103,7,3,3,true,false,false,true,true,false,false,false
332,3.0,"2014-04-03T12:10:19.833Z","2014-04-03T12:11:42.086Z","[ 0 ]",1,3,false,0.0,82,5,3,3,false,false,false,true,true,false,false,false
333,2.0,"2014-04-03T10:26:45.474Z","2014-04-03T10:27:21.030Z","[ 0 ]",1,1,true,1.0,35,5,3,1,false,false,false,true,true,false,false,false
334,2.0,"2014-04-02T11:35:21.473Z","2014-04-02T11:35:29.272Z","[ 0 ]",1,1,false,0.0,7,4,3,2,false,false,false,true,true,false,false,false
336,2.0,"2014-04-05T16:55:58.104Z","2014-04-05T17:03:39.673Z","[ 0 ]",1,2,false,0.0,461,7,3,7,true,false,false,false,true,false,false,false
337,7.0,"2014-04-03T17:57:23.176Z","2014-04-03T18:59:23.533Z","[ 0 ]",1,7,false,0.0,3720,5,3,8,false,false,false,false,true,false,false,false
338,2.0,"2014-04-06T12:34:11.953Z","2014-04-06T13:01:43.078Z","[ 0 ]",1,1,false,0.0,1651,1,3,3,true,false,false,true,true,false,false,false
339,2.0,"2014-04-07T18:04:21.435Z","2014-04-07T18:29:25.611Z","[ 0 ]",1,1,false,0.0,1504,2,3,9,false,false,false,false,true,false,false,false
341,1.0,"2014-04-06T19:27:23.089Z","2014-04-06T19:27:23.089Z","[ 0 ]",1,1,false,0.0,0,1,3,10,true,false,false,false,true,false,false,false
342,3.0,"2014-04-06T19:22:30.377Z","2014-04-06T19:24:19.985Z","[ 0 ]",1,3,false,0.0,109,1,3,10,true,false,false,false,true,false,false,false
343,2.0,"2014-04-07T10:44:10.790Z","2014-04-07T10:44:41.170Z","[ 0 ]",1,2,false,0.0,30,2,3,1,false,false,false,true,true,false,false,false
344,3.0,"2014-04-07T13:10:52.503Z","2014-04-07T13:14:50.003Z","[ 0 ]",1,2,false,0.0,237,2,3,4,false,false,false,true,true,false,false,false
346,2.0,"2014-04-04T13:54:11.955Z","2014-04-04T14:08:03.084Z","[ 0 ]",1,1,false,0.0,831,6,3,4,false,false,false,true,true,false,false,false
347,2.0,"2014-04-05T10:59:05.266Z","2014-04-05T11:05:10.836Z","[ 0 ]",1,1,false,0.0,365,7,3,1,true,false,false,true,true,false,false,false
348,2.0,"2014-04-06T20:10:02.175Z","2014-04-06T20:10:20.355Z","[ 0 ]",1,2,false,0.0,18,1,3,11,true,false,false,false,true,false,false,false
349,5.0,"2014-04-06T10:29:03.435Z","2014-04-06T10:41:40.389Z","[ 0 ]",1,2,false,0.0,756,1,3,1,true,false,false,true,true,false,false,false
351,4.0,"2014-04-06T12:27:42.789Z","2014-04-06T12:32:00.920Z","[ 0 ]",1,3,false,0.0,258,1,3,3,true,false,false,true,true,false,false,false
352,6.0,"2014-04-01T06:51:04.672Z","2014-04-01T06:58:19.056Z","[ 0 ]",1,5,false,0.0,434,3,3,9,false,false,false,false,true,false,false,false
353,9.0,"2014-04-03T17:12:42.498Z","2014-04-03T17:21:18.838Z","[ 0 ]",1,9,false,0.0,516,5,3,8,false,false,false,false,true,false,false,false
354,2.0,"2014-04-04T09:04:36.382Z","2014-04-04T09:06:00.247Z","[ 0 ]",1,2,false,0.0,83,6,3,0,false,false,false,false,true,false,false,false
356,1.0,"2014-04-06T21:53:58.076Z","2014-04-06T21:53:58.076Z","[ 0 ]",1,1,false,0.0,0,2,3,0,false,false,false,false,true,false,false,false
357,2.0,"2014-04-06T08:35:12.609Z","2014-04-06T08:39:19.440Z","[ 0 ]",1,1,false,0.0,246,1,3,11,true,false,false,false,true,false,false,false
358,4.0,"2014-04-03T20:11:35.496Z","2014-04-03T20:17:07.033Z","[ 0 ]",1,3,false,0.0,331,5,3,11,false,true,false,false,true,false,false,false
359,2.0,"2014-04-05T16:25:25.193Z","2014-04-05T16:25:28.235Z","[ 0 ]",1,1,false,0.0,3,7,3,7,true,false,false,false,true,false,false,false
361,2.0,"2014-04-05T14:51:08.770Z","2014-04-05T14:53:10.786Z","[ 0 ]",1,2,false,0.0,122,7,3,5,true,false,false,true,true,false,false,false
362,2.0,"2014-04-01T18:37:31.811Z","2014-04-01T18:38:49.326Z","[ 0 ]",1,2,false,0.0,77,3,3,9,false,false,false,false,true,false,false,false
363,5.0,"2014-04-05T07:57:50.936Z","2014-04-05T08:21:56.737Z","[ 0 ]",1,4,false,0.0,1445,7,3,10,true,false,false,false,true,false,false,false
364,5.0,"2014-04-02T20:45:31.042Z","2014-04-02T20:47:46.815Z","[ 0 ]",1,5,false,0.0,135,4,3,11,false,true,false,false,true,false,false,false
366,2.0,"2014-04-07T07:01:25.214Z","2014-04-07T07:01:35.939Z","[ 0 ]",1,2,false,0.0,10,2,3,10,false,true,false,false,true,false,false,false
367,2.0,"2014-04-07T09:42:12.632Z","2014-04-07T09:43:14.982Z","[ 0 ]",1,1,true,2.0,62,2,3,0,false,false,false,false,true,false,false,false
368,3.0,"2014-04-06T08:56:12.357Z","2014-04-06T08:56:51.859Z","[ 0 ]",1,2,false,0.0,39,1,3,11,true,false,false,false,true,false,false,false
369,2.0,"2014-04-05T15:36:31.744Z","2014-04-05T15:36:58.985Z","[ 0 ]",1,2,false,0.0,27,7,3,6,true,false,false,true,true,false,false,false
371,3.0,"2014-04-07T14:51:10.883Z","2014-04-07T14:53:36.908Z","[ 0 ]",1,3,false,0.0,146,2,3,5,false,false,false,true,true,false,false,false
372,3.0,"2014-04-01T21:34:12.977Z","2014-04-01T21:35:04.487Z","[ 0 ]",1,2,false,0.0,51,4,3,0,false,false,false,false,true,false,false,false
373,5.0,"2014-04-03T14:23:16.964Z","2014-04-03T14:44:35.126Z","[ 0 ]",1,3,false,0.0,1278,5,3,5,false,false,false,true,true,false,false,false
374,7.0,"2014-04-01T09:11:46.733Z","2014-04-01T09:13:44.975Z","[ 0 ]",1,6,false,0.0,118,3,3,0,false,false,false,false,true,false,false,false
376,5.0,"2014-04-01T06:05:11.222Z","2014-04-01T06:07:30.667Z","[ 0 ]",1,5,false,0.0,139,3,3,9,false,false,false,false,true,false,false,false
377,2.0,"2014-04-06T10:46:39.669Z","2014-04-06T10:51:13.150Z","[ 0 ]",1,1,false,0.0,273,1,3,1,true,false,false,true,true,false,false,false
378,2.0,"2014-04-05T15:43:18.371Z","2014-04-05T15:43:45.606Z","[ 0 ]",1,1,false,0.0,27,7,3,6,true,false,false,true,true,false,false,false
379,2.0,"2014-04-04T16:25:48.884Z","2014-04-04T16:26:27.555Z","[ 0 ]",1,2,false,0.0,38,6,3,7,false,false,false,false,true,false,false,false
381,3.0,"2014-04-01T20:33:22.102Z","2014-04-01T20:33:47.640Z","[ 0 ]",1,2,false,0.0,25,3,3,11,false,true,false,false,true,false,false,false
382,2.0,"2014-04-04T08:42:18.440Z","2014-04-04T08:42:37.910Z","[ 0 ]",1,1,true,2.0,19,6,3,11,false,true,false,false,true,false,false,false
383,1.0,"2014-04-05T08:36:47.113Z","2014-04-05T08:36:47.113Z","[ 0 ]",1,1,false,0.0,0,7,3,11,true,false,false,false,true,false,false,false
384,5.0,"2014-04-05T11:04:30.500Z","2014-04-05T11:12:19.081Z","[ 0 ]",1,4,false,0.0,468,7,3,2,true,false,false,true,true,false,false,false
386,9.0,"2014-04-05T07:47:09.211Z","2014-04-05T07:51:07.796Z","[ 0 ]",1,9,false,0.0,238,7,3,10,true,false,false,false,true,false,false,false
387,2.0,"2014-04-07T12:01:12.993Z","2014-04-07T12:01:14.394Z","[ 0 ]",1,1,false,0.0,1,2,3,3,false,false,false,true,true,false,false,false
388,2.0,"2014-04-07T11:07:43.262Z","2014-04-07T11:08:53.748Z","[ 0 ]",1,1,false,0.0,70,2,3,2,false,false,false,true,true,false,false,false
389,5.0,"2014-04-06T17:19:22.108Z","2014-04-06T17:23:08.890Z","[ 0 ]",1,5,false,0.0,226,1,3,8,true,false,false,false,true,false,false,false
391,2.0,"2014-04-06T18:21:45.988Z","2014-04-06T18:22:15.073Z","[ 0 ]",1,2,false,0.0,29,1,3,9,true,false,false,false,true,false,false,false
392,2.0,"2014-04-03T18:45:53.075Z","2014-04-03T18:47:22.433Z","[ 0 ]",1,1,false,0.0,89,5,3,9,false,false,false,false,true,false,false,false
393,2.0,"2014-04-06T16:57:38.209Z","2014-04-06T17:13:55.321Z","[ 0 ]",1,1,false,0.0,977,1,3,7,true,false,false,false,true,false,false,false
394,7.0,"2014-04-02T12:26:19.211Z","2014-04-02T12:33:13.072Z","[ 0 ]",1,7,false,0.0,413,4,3,3,false,false,false,true,true,false,false,false
396,3.0,"2014-04-06T16:54:00.187Z","2014-04-06T17:02:51.609Z","[ 0 ]",1,3,true,1.0,531,1,3,7,true,false,false,false,true,false,false,false
397,19.0,"2014-04-05T07:13:53.703Z","2014-04-05T07:27:40.057Z","[ 0 ]",1,12,false,0.0,826,7,3,10,true,false,false,false,true,false,false,false
398,2.0,"2014-04-02T13:33:50.298Z","2014-04-02T13:34:41.128Z","[ 0 ]",1,2,false,0.0,50,4,3,4,false,false,false,true,true,false,false,false
399,3.0,"2014-04-07T06:06:02.530Z","2014-04-07T06:29:31.303Z","[ 0 ]",1,3,false,0.0,1408,2,3,9,false,false,false,false,true,false,false,false
401,4.0,"2014-04-02T12:09:18.556Z","2014-04-02T12:18:09.519Z","[ 0 ]",1,2,false,0.0,530,4,3,3,false,false,false,true,true,false,false,false
402,12.0,"2014-04-06T08:52:50.456Z","2014-04-06T09:00:58.210Z","[ 0 ]",1,12,false,0.0,487,1,3,11,true,false,false,false,true,false,false,false
403,2.0,"2014-04-06T10:32:59.203Z","2014-04-06T10:51:33.559Z","[ 0 ]",1,2,false,0.0,1114,1,3,1,true,false,false,true,true,false,false,false
404,5.0,"2014-04-06T06:35:19.985Z","2014-04-06T06:49:34.558Z","[ 0 ]",1,4,false,0.0,854,1,3,9,true,false,false,false,true,false,false,false
406,1.0,"2014-04-06T13:14:12.126Z","2014-04-06T13:14:12.126Z","[ 0 ]",1,1,false,0.0,0,1,3,4,true,false,false,true,true,false,false,false
407,4.0,"2014-04-04T15:58:14.676Z","2014-04-04T15:59:55.440Z","[ 0 ]",1,2,false,0.0,100,6,3,6,false,false,false,true,true,false,false,false
408,2.0,"2014-04-02T11:39:52.556Z","2014-04-02T11:39:59.933Z","[ 0 ]",1,1,true,2.0,7,4,3,2,false,false,false,true,true,false,false,false
409,2.0,"2014-04-03T09:44:54.193Z","2014-04-03T09:48:46.293Z","[ 0 ]",1,2,false,0.0,232,5,3,0,false,false,false,false,true,false,false,false
411,2.0,"2014-04-03T16:47:38.540Z","2014-04-03T16:48:36.315Z","[ 0 ]",1,2,false,0.0,57,5,3,7,false,false,false,false,true,false,false,false
412,3.0,"2014-04-07T17:21:34.281Z","2014-04-07T17:21:47.371Z","[ 0 ]",1,3,false,0.0,13,2,3,8,false,false,false,false,true,false,false,false
413,3.0,"2014-04-05T10:33:49.388Z","2014-04-05T10:35:52.152Z","[ 0 ]",1,3,false,0.0,122,7,3,1,true,false,false,true,true,false,false,false
414,2.0,"2014-04-04T04:32:07.709Z","2014-04-04T04:36:59.804Z","[ 0 ]",1,2,false,0.0,292,6,3,7,false,false,false,false,true,false,false,false
